timestep;x;y;z;w;p;r
828;-120;-140;-56.359886;-176;1;84
832;-120;-140;-56.519886;-176;1;84
836;-120.000008;-140;-56.67989;-176;1;84
840;-120.000008;-140;-56.839886;-176;1;84
844;-120;-140;-56.999886;-176;1;84
848;-120;-140;-57.159882;-176;1;84
852;-120.000008;-140;-57.319885;-176;1;84
856;-120;-140;-57.479885;-176;1;84
860;-120;-140;-57.639881;-176;1;84
864;-120;-140;-57.799889;-176;1;84
868;-120.000008;-140.000015;-57.959892;-176;1;84
872;-120;-140;-58.119881;-176;1;84
876;-120;-140;-58.279888;-176;1;84
880;-120;-140.000015;-58.439888;-176;1;84
884;-119.999992;-140;-58.59988;-176;1;84
888;-120.000008;-140;-58.759888;-176;1;84
892;-120.000008;-140;-58.919891;-176;1;84
896;-119.999992;-140;-59.079887;-176;1;84
900;-120;-140;-59.239887;-176;1;84
904;-120.000008;-140;-59.399887;-176;1;84
908;-119.999992;-139.999985;-59.559891;-176;1;84
912;-120;-140;-59.719887;-176;1;84
916;-120;-140;-59.879887;-176;1;84
920;-120;-140;-60.03989;-176;1;84
924;-120;-140;-60.199883;-176;1;84
928;-120;-140;-60.359886;-176;1;84
932;-119.999992;-140;-60.51989;-176;1;84
936;-120;-139.999985;-60.67989;-176;1;84
940;-120.000008;-140.000015;-60.83989;-176;1;84
944;-119.999992;-140;-60.999889;-176;1;84
948;-119.999992;-140;-61.159885;-176;1;84
952;-120.000008;-140.000015;-61.319889;-176;1;84
956;-120;-140;-61.479889;-176;1;84
960;-119.999992;-140;-61.639885;-176;1;84
964;-120;-140;-61.799885;-176;1;84
968;-120.000008;-140.000015;-61.959885;-176;1;84
972;-119.999992;-140;-62.119881;-176;1;84
976;-120;-140;-62.279892;-176;1;84
980;-120;-140;-62.439884;-176;1;84
984;-120;-140;-62.599884;-176;1;84
988;-120;-140;-62.759892;-176;1;84
992;-120.000008;-140;-62.919884;-176;1;84
996;-119.999992;-139.999985;-63.07988;-176;1;84
1000;-119.999992;-140;-63.239887;-176;1;84
1004;-120.000008;-140;-63.399879;-176;1;84
1008;-119.999992;-139.999985;-63.559883;-176;1;84
1012;-120;-140;-63.719891;-176;1;84
1016;-119.999992;-140;-63.87989;-176;1;84
1020;-120;-140;-64.039886;-176;1;84
1024;-120;-140;-64.19989;-176;1;84
1028;-120;-140;-64.359886;-176;1;84
1032;-119.999992;-140;-64.519882;-176;1;84
1036;-120;-139.999985;-64.679886;-176;1;84
1040;-120;-140;-64.83989;-176;1;84
1044;-119.999992;-140;-64.999878;-176;1;84
1048;-119.999992;-140;-65.159882;-176;1;84
1052;-120.000008;-140;-65.319885;-176;1;84
1056;-120;-140;-65.479889;-176;1;84
1060;-119.999992;-140;-65.639885;-176;1;84
1064;-119.999992;-140;-65.799889;-176;1;84
1068;-120.000008;-140;-65.959885;-176;1;84
1072;-119.999992;-140;-66.119881;-176;1;84
1076;-120;-140;-66.279892;-176;1;84
1080;-119.999992;-140;-66.439888;-176;1;84
1084;-120;-140;-66.599884;-176;1;84
1088;-120;-140;-66.759888;-176;1;84
1092;-120;-140;-66.919884;-176;1;84
1096;-119.999992;-140;-67.079887;-176;1;84
1100;-120.000008;-140;-67.239891;-176;1;84
1104;-120.000008;-140;-67.399887;-176;1;84
1108;-120;-140;-67.559891;-176;1;84
1112;-120;-140;-67.719887;-176;1;84
1116;-119.999992;-140;-67.879883;-176;1;84
1120;-120.000008;-140;-68.039886;-176;1;84
1124;-120.000008;-140;-68.19989;-176;1;84
1128;-120;-140;-68.359879;-176;1;84
1132;-119.999992;-140;-68.519882;-176;1;84
1136;-120.000008;-140;-68.679893;-176;1;84
1140;-120;-140;-68.839882;-176;1;84
1144;-120;-140;-68.999886;-176;1;84
1148;-120;-140;-69.159889;-176;1;84
1152;-120.000008;-140;-69.319885;-176;1;84
1156;-120;-140;-69.479881;-176;1;84
1160;-120.000008;-140;-69.639893;-176;1;84
1164;-120;-140;-69.799896;-176;1;84
1168;-120.000008;-140;-69.959877;-176;1;84
1172;-120.000008;-140;-70.119888;-176;1;84
1176;-120.000008;-140;-70.279892;-176;1;84
1180;-119.999992;-140;-70.43988;-176;1;84
1184;-120.000008;-140.000015;-70.599892;-176;1;84
1188;-120.000008;-140;-70.759895;-176;1;84
1192;-120;-140;-70.919884;-176;1;84
1196;-119.999992;-140;-71.079887;-176;1;84
1200;-120.000008;-140.000015;-71.239891;-176;1;84
1204;-119.999992;-140;-71.399879;-176;1;84
1208;-120;-140;-71.559883;-176;1;84
1212;-120;-140.000015;-71.719887;-176;1;84
1216;-120;-140;-71.879883;-176;1;84
1220;-120.000008;-140;-72.039886;-176;1;84
1224;-120.000008;-140;-72.199883;-176;1;84
1228;-119.999992;-140;-72.359879;-176;1;84
1232;-119.999992;-140;-72.519875;-176;1;84
1236;-120.000008;-140;-72.679886;-176;1;84
1240;-119.999992;-139.999985;-72.83989;-176;1;84
1244;-119.999992;-140;-72.999878;-176;1;84
1248;-120;-140;-73.159889;-176;1;84
1252;-120;-139.999985;-73.319885;-176;1;84
1256;-119.999992;-140;-73.479881;-176;1;84
1260;-120.000008;-140;-73.639885;-176;1;84
1264;-119.999992;-140;-73.799889;-176;1;84
1268;-120;-139.999985;-73.959885;-176;1;84
1272;-120.000008;-140;-74.119881;-176;1;84
1276;-120.000008;-140;-74.279884;-176;1;84
1280;-119.999992;-139.999985;-74.43988;-176;1;84
1284;-120.000008;-140;-74.599892;-176;1;84
1288;-120.000008;-140;-74.759888;-176;1;84
1292;-119.999992;-140;-74.919876;-176;1;84
1296;-119.999992;-140;-75.079887;-176;1;84
1300;-120.000008;-140.000015;-75.239883;-176;1;84
1304;-119.999992;-140;-75.399879;-176;1;84
1308;-120;-140;-75.559891;-176;1;84
1312;-120;-140.000015;-75.719887;-176;1;84
1316;-120;-140;-75.879883;-176;1;84
1320;-120;-140;-76.039886;-176;1;84
1324;-120;-140;-76.19989;-176;1;84
1328;-119.999992;-140;-76.359886;-176;1;84
1332;-119.999992;-140;-76.51989;-176;1;84
1336;-120.000008;-140;-76.679886;-176;1;84
1340;-119.999992;-139.999985;-76.839882;-176;1;84
1344;-119.999992;-140;-76.999878;-176;1;84
1348;-119.999992;-140;-77.159889;-176;1;84
1352;-120.000008;-140;-77.319893;-176;1;84
1356;-119.999992;-140;-77.479881;-176;1;84
1360;-120;-140;-77.639893;-176;1;84
1364;-119.999992;-140;-77.799889;-176;1;84
1368;-120;-139.999985;-77.959877;-176;1;84
1372;-120;-140;-78.119888;-176;1;84
1376;-120;-140;-78.279892;-176;1;84
1380;-119.999992;-139.999985;-78.43988;-176;1;84
1384;-120.000008;-140;-78.599884;-176;1;84
1388;-120;-140;-78.759888;-176;1;84
1392;-120;-140;-78.919891;-176;1;84
1396;-119.999992;-140;-79.079887;-176;1;84
1400;-120.000008;-140;-79.239891;-176;1;84
1404;-120;-140;-79.399887;-176;1;84
1408;-120;-140;-79.559883;-176;1;84
1412;-119.999992;-140;-79.719887;-176;1;84
1416;-120.000008;-140;-79.87989;-176;1;84
1420;-120;-140;-80.039886;-176;1;84
1424;-120;-140;-80.19989;-176;1;84
1428;-120;-140;-80.359886;-176;1;84
1432;-120;-140;-80.51989;-176;1;84
1436;-120.000008;-140;-80.679886;-176;1;84
1440;-120;-140;-80.83989;-176;1;84
1444;-120.000008;-140.000015;-80.999886;-176;1;84
1448;-119.999992;-140;-81.159889;-176;1;84
1452;-120.000008;-140;-81.319885;-176;1;84
1456;-120.000008;-140.000015;-81.479881;-176;1;84
1460;-120;-140;-81.639885;-176;1;84
1464;-119.999992;-140;-81.799889;-176;1;84
1468;-120.000008;-140;-81.959885;-176;1;84
1472;-120.000008;-140.000015;-82.119881;-176;1;84
1476;-120;-140;-82.279884;-176;1;84
1480;-120;-140;-82.439888;-176;1;84
1484;-120.000008;-140.000015;-82.599884;-176;1;84
1488;-120;-140;-82.759888;-176;1;84
1492;-120.000008;-140;-82.919891;-176;1;84
1496;-120;-140;-83.07988;-176;1;84
1500;-120.000008;-140;-83.239883;-176;1;84
1504;-120;-140;-83.399887;-176;1;84
1508;-120.000008;-140;-83.559883;-176;1;84
1512;-119.999992;-139.999985;-83.719887;-176;1;84
1516;-120.000008;-140;-83.87989;-176;1;84
1520;-120.000008;-140;-84.039879;-176;1;84
1524;-119.999992;-139.999985;-84.199883;-176;1;84
1528;-119.999992;-140;-84.359886;-176;1;84
1532;-120;-140;-84.519882;-176;1;84
1536;-119.999992;-140;-84.679886;-176;1;84
1540;-119.999992;-139.999985;-84.839882;-176;1;84
1544;-120.000008;-140.000015;-84.999878;-176;1;84
1548;-119.999992;-140;-85.159882;-176;1;84
1552;-120;-140;-85.319885;-176;1;84
1556;-120.000008;-140.000015;-85.479889;-176;1;84
1560;-119.999992;-140;-85.639885;-176;1;84
1564;-119.999992;-140;-85.799881;-176;1;84
1568;-120.000008;-140;-85.959885;-176;1;84
1572;-120.000008;-140.000015;-86.119881;-176;1;84
1576;-119.999992;-140;-86.279884;-176;1;84
1580;-119.999992;-140;-86.439896;-176;1;84
1584;-120.000008;-140.000015;-86.599884;-176;1;84
1588;-119.999992;-140;-86.75988;-176;1;84
1592;-120;-140;-86.919891;-176;1;84
1596;-120;-140;-87.07988;-176;1;84
1600;-120;-140;-87.239883;-176;1;84
1604;-120;-140;-87.399895;-176;1;84
1608;-120.000008;-140;-87.559883;-176;1;84
1612;-119.999992;-139.999985;-87.719879;-176;1;84
1616;-120.000008;-140;-87.87989;-176;1;84
1620;-120;-140;-88.039886;-176;1;84
1624;-119.999992;-139.999985;-88.199883;-176;1;84
1628;-119.999992;-140;-88.359894;-176;1;84
1632;-120.000008;-140;-88.51989;-176;1;84
1636;-119.999992;-140;-88.679878;-176;1;84
1640;-120;-140;-88.83989;-176;1;84
1644;-119.999992;-140;-88.999893;-176;1;84
1648;-120;-140;-89.159882;-176;1;84
1652;-120;-140;-89.319885;-176;1;84
1656;-120;-140;-89.479889;-176;1;84
1660;-120;-140;-89.639885;-176;1;84
1664;-119.999992;-140;-89.799881;-176;1;84
1668;-120.000008;-140;-89.959892;-176;1;84
1672;-120;-140;-90.119888;-176;1;84
1676;-119.999992;-140;-90.279877;-176;1;84
1680;-119.999992;-140;-90.439888;-176;1;84
1684;-120.000008;-140;-90.599884;-176;1;84
1688;-119.999992;-140;-90.75988;-176;1;84
1692;-120.000008;-140;-90.919899;-176;1;84
1696;-119.999992;-140;-91.079887;-176;1;84
1700;-120;-140;-91.239876;-176;1;84
1704;-120.000008;-140.000015;-91.399895;-176;1;84
1708;-120;-140;-91.559891;-176;1;84
1712;-119.999992;-139.999985;-91.719879;-176;1;84
1716;-120.000008;-140.000015;-91.879898;-176;1;84
1720;-120;-140;-92.039886;-176;1;84
1724;-119.999992;-139.999985;-92.199875;-176;1;84
1728;-120;-140;-92.359894;-176;1;84
1732;-120.000008;-140;-92.51989;-176;1;84
1736;-119.999992;-140;-92.679878;-176;1;84
1740;-120.000008;-140;-92.839897;-176;1;84
1744;-119.999992;-140;-92.999886;-176;1;84
1748;-120;-140;-93.159882;-176;1;84
1752;-120.000008;-140;-93.319885;-176;1;84
1756;-120;-140;-93.479889;-176;1;84
1760;-119.999992;-140;-93.639885;-176;1;84
1764;-120;-140;-93.799889;-176;1;84
1768;-120.000008;-140;-93.959885;-176;1;84
1772;-119.999992;-139.999985;-94.119881;-176;1;84
1776;-120.000008;-140;-94.279884;-176;1;84
1780;-119.999992;-140;-94.439888;-176;1;84
1784;-120;-139.999985;-94.599884;-176;1;84
1788;-120.000008;-140.000015;-94.75988;-176;1;84
1792;-120;-140;-94.919884;-176;1;84
1796;-119.999992;-140;-95.079887;-176;1;84
1800;-120.000008;-140;-95.239883;-176;1;84
1804;-120;-140;-95.399887;-176;1;84
1808;-119.999992;-140;-95.559891;-176;1;84
1812;-119.999992;-140;-95.719879;-176;1;84
1816;-120.000008;-140;-95.879883;-176;1;84
1820;-119.999992;-140;-96.039886;-176;1;84
1824;-120;-140;-96.199883;-176;1;84
1828;-119.999992;-140;-96.359894;-176;1;84
1832;-120;-140;-96.51989;-176;1;84
1836;-120;-140;-96.679871;-176;1;84
1840;-120;-140;-96.83989;-176;1;84
1844;-119.999992;-139.999985;-96.999886;-176;1;84
1848;-120.000008;-140;-97.159874;-176;1;84
1852;-120;-140;-97.319893;-176;1;84
1856;-119.999992;-139.999985;-97.479881;-176;1;84
1860;-120;-140;-97.639877;-176;1;84
1864;-120.000008;-140;-97.799889;-176;1;84
1868;-120;-139.999985;-97.959885;-176;1;84
1872;-120;-140;-98.119881;-176;1;84
1876;-120;-140;-98.279892;-176;1;84
1880;-120;-140;-98.439888;-176;1;84
1884;-120.000008;-140;-98.599876;-176;1;84
1888;-120;-140;-98.759888;-176;1;84
1892;-120.000008;-140.000015;-98.919884;-176;1;84
1896;-119.999992;-140;-99.07988;-176;1;84
1900;-120.000008;-140;-99.239883;-176;1;84
1904;-120.000008;-140.000015;-99.399879;-176;1;84
1908;-120;-140;-99.559891;-176;1;84
1912;-119.999992;-140;-99.719887;-176;1;84
1916;-120.000008;-140.000015;-99.879883;-176;1;84
1920;-120;-140;-100.039894;-176;1;84
1924;-120;-140;-100.199883;-176;1;84
1928;-120;-140;-100.359879;-176;1;84
1932;-120.000008;-140;-100.51989;-176;1;84
1936;-120;-140;-100.679886;-176;1;84
1940;-120.000008;-140;-100.839882;-176;1;84
1944;-119.999992;-140;-100.999893;-176;1;84
1948;-120.000008;-140;-101.159889;-176;1;84
1952;-120.000008;-140;-101.319878;-176;1;84
1956;-120;-140;-101.479889;-176;1;84
1960;-119.999992;-140;-101.639885;-176;1;84
1964;-120;-140.000015;-101.799881;-176;1;84
1968;-120;-140;-101.959885;-176;1;84
1972;-119.999992;-139.999985;-102.119881;-176;1;84
1976;-120;-140.000015;-102.279892;-176;1;84
1980;-119.999992;-140;-102.439888;-176;1;84
1984;-120;-139.999985;-102.599884;-176;1;84
1988;-120.000008;-140.000015;-102.759895;-176;1;84
1992;-120;-140;-102.919884;-176;1;84
1996;-119.999992;-139.999985;-103.07988;-176;1;84
2000;-120.000008;-140;-103.239891;-176;1;84
2004;-120;-140;-103.399887;-176;1;84
2008;-119.999992;-139.999985;-103.559891;-176;1;84
2012;-120;-140;-103.719894;-176;1;84
2016;-120.000008;-140;-103.879883;-176;1;84
2020;-119.999992;-140;-104.039879;-176;1;84
2024;-120.000008;-140;-104.19989;-176;1;84
2028;-120;-140;-104.359879;-176;1;84
2032;-119.999992;-140;-104.519882;-176;1;84
2036;-120.000008;-140.000015;-104.679901;-176;1;84
2040;-120;-140;-104.839882;-176;1;84
2044;-119.999992;-139.999985;-104.999878;-176;1;84
2048;-120.000008;-140.000015;-105.159882;-176;1;84
2052;-120;-140;-105.319885;-176;1;84
2056;-119.999992;-139.999985;-105.479889;-176;1;84
2060;-120.000008;-140.000015;-105.639885;-176;1;84
2064;-120;-140;-105.799889;-176;1;84
2068;-119.999992;-139.999985;-105.959885;-176;1;84
2072;-120.000008;-140;-106.119888;-176;1;84
2076;-120;-140;-106.279884;-176;1;84
2080;-119.999992;-140;-106.439888;-176;1;84
2084;-120;-140;-106.599876;-176;1;84
2088;-120;-140;-106.75988;-176;1;84
2092;-120;-140;-106.919884;-176;1;84
2096;-120.000008;-140;-107.079887;-176;1;84
2100;-120;-140;-107.239891;-176;1;84
2104;-119.999992;-140;-107.399879;-176;1;84
2108;-120;-140;-107.559883;-176;1;84
2112;-120;-140;-107.719887;-176;1;84
2116;-119.999992;-139.999985;-107.879883;-176;1;84
2120;-120;-140;-108.039894;-176;1;84
2124;-120;-140;-108.19989;-176;1;84
2128;-120.000008;-140.000015;-108.359886;-176;1;84
2132;-120;-140;-108.519875;-176;1;84
2136;-120;-140;-108.679893;-176;1;84
2140;-120.000008;-140.000015;-108.839882;-176;1;84
2144;-120;-140;-108.999878;-176;1;84
2148;-120;-140;-109.159889;-176;1;84
2152;-120.000008;-140;-109.319885;-176;1;84
2156;-120;-140;-109.479881;-176;1;84
2160;-120;-140;-109.639893;-176;1;84
2164;-120.000008;-140;-109.799889;-176;1;84
2168;-120;-140;-109.959877;-176;1;84
2172;-120;-140;-110.119888;-176;1;84
2176;-120.000008;-140;-110.279877;-176;1;84
2180;-120;-140;-110.439873;-176;1;84
2184;-120;-140;-110.599892;-176;1;84
2188;-119.999992;-139.999985;-110.75988;-176;1;84
2192;-120;-140;-110.919876;-176;1;84
2196;-120;-140;-111.07988;-176;1;84
2200;-119.999992;-140;-111.239876;-176;1;84
2204;-120;-140;-111.399887;-176;1;84
2208;-120;-140;-111.559891;-176;1;84
2212;-119.999992;-140;-111.719887;-176;1;84
2216;-120;-140;-111.879883;-176;1;84
2220;-120;-140;-112.039886;-176;1;84
2224;-119.999992;-140;-112.199875;-176;1;84
2228;-120.000008;-140;-112.359886;-176;1;84
2232;-119.999992;-140;-112.519882;-176;1;84
2236;-119.999992;-139.999985;-112.679878;-176;1;84
2240;-120;-140;-112.839882;-176;1;84
2244;-120.000008;-140;-112.999886;-176;1;84
2248;-119.999992;-139.999985;-113.159882;-176;1;84
2252;-120;-140;-113.319878;-176;1;84
2256;-120.000008;-140.000015;-113.479889;-176;1;84
2260;-120;-139.999985;-113.639877;-176;1;84
2264;-119.999992;-140;-113.799889;-176;1;84
2268;-120.000008;-140.000015;-113.959892;-176;1;84
2272;-119.999992;-140;-114.119873;-176;1;84
2276;-120.000008;-140;-114.279892;-176;1;84
2280;-120;-140;-114.439888;-176;1;84
2284;-119.999992;-140;-114.599884;-176;1;84
2288;-120;-140;-114.75988;-176;1;84
2292;-120.000008;-140;-114.919884;-176;1;84
2296;-119.999992;-139.999985;-115.079887;-176;1;84
2300;-120;-140;-115.239891;-176;1;84
2304;-120.000008;-140;-115.399895;-176;1;84
2308;-120;-139.999985;-115.559883;-176;1;84
2312;-120.000008;-140;-115.719887;-176;1;84
2316;-120;-140.000015;-115.879883;-176;1;84
2320;-119.999992;-139.999985;-116.039886;-176;1;84
2324;-120;-140;-116.199898;-176;1;84
2328;-120.000008;-140.000015;-116.359886;-176;1;84
2332;-119.999992;-139.999985;-116.519882;-176;1;84
2336;-120;-140;-116.679886;-176;1;84
2340;-120.000008;-140.000015;-116.83989;-176;1;84
2344;-120;-140;-116.999878;-176;1;84
2348;-119.999992;-140;-117.159889;-176;1;84
2352;-120.000008;-140;-117.319893;-176;1;84
2356;-119.999992;-140;-117.479881;-176;1;84
2360;-120.000008;-140;-117.639893;-176;1;84
2364;-120;-140;-117.799896;-176;1;84
2368;-119.999992;-139.999985;-117.959885;-176;1;84
2372;-120;-140;-118.119888;-176;1;84
2376;-120.000008;-140.000015;-118.279892;-176;1;84
2380;-119.999992;-140;-118.439873;-176;1;84
2384;-120;-140;-118.599884;-176;1;84
2388;-120.000008;-140.000015;-118.759895;-176;1;84
2392;-120;-139.999985;-118.919884;-176;1;84
2396;-119.999992;-140;-119.079887;-176;1;84
2400;-120.000008;-140;-119.239883;-176;1;84
2404;-119.999992;-139.999985;-119.399879;-176;1;84
2408;-120;-140;-119.559883;-176;1;84
2412;-120;-140;-119.719894;-176;1;84
2416;-119.999992;-140;-119.87989;-176;1;84
2420;-120;-140;-120.039879;-176;1;84
2424;-120.000008;-140;-120.19989;-176;1;84
2428;-120.000008;-140;-120.359886;-176;1;84
2432;-119.999992;-140;-120.51989;-176;1;84
2436;-120.000008;-140;-120.679886;-176;1;84
2440;-120;-140;-120.839882;-176;1;84
2444;-120.000008;-140;-120.999886;-176;1;84
2448;-120;-140;-121.159889;-176;1;84
2452;-120;-140;-121.319885;-176;1;84
2456;-120;-140;-121.479889;-176;1;84
2460;-120.000008;-140.000015;-121.639893;-176;1;84
2464;-119.999992;-140;-121.799881;-176;1;84
2468;-120;-140;-121.959885;-176;1;84
2472;-120.000008;-140.000015;-122.119896;-176;1;84
2476;-120.000008;-140;-122.279877;-176;1;84
2480;-119.999992;-140;-122.439888;-176;1;84
2484;-120.000008;-140;-122.599892;-176;1;84
2488;-120;-140;-122.75988;-176;1;84
2492;-120.000008;-140;-122.919876;-176;1;84
2496;-119.999992;-140;-123.079872;-176;1;84
2500;-120;-140;-123.239876;-176;1;84
2504;-120;-140;-123.399895;-176;1;84
2508;-120;-140;-123.559883;-176;1;84
2512;-119.999992;-140;-123.719887;-176;1;84
2516;-120;-140;-123.87989;-176;1;84
2520;-119.999992;-139.999985;-124.039871;-176;1;84
2524;-120.000008;-140;-124.19989;-176;1;84
2528;-120.000008;-140;-124.359886;-176;1;84
2532;-119.999992;-139.999985;-124.519875;-176;1;84
2536;-120;-140;-124.679886;-176;1;84
2540;-120;-140;-124.83989;-176;1;84
2544;-120;-140;-124.99987;-176;1;84
2548;-119.999992;-140;-125.159889;-176;1;84
2552;-120;-140;-125.319885;-176;1;84
2556;-119.999992;-140;-125.479874;-176;1;84
2560;-120.000008;-140;-125.639885;-176;1;84
2564;-120;-140;-125.799896;-176;1;84
2568;-119.999992;-140;-125.959869;-176;1;84
2572;-120;-140;-126.119881;-176;1;84
2576;-120.000008;-140.000015;-126.279892;-176;1;84
2580;-119.999992;-140;-126.439873;-176;1;84
2584;-120;-140;-126.599892;-176;1;84
2588;-120.000008;-140.000015;-126.759888;-176;1;84
2592;-120;-139.999985;-126.919884;-176;1;84
2596;-119.999992;-140;-127.079887;-176;1;84
2600;-120.000008;-140;-127.239883;-176;1;84
2604;-119.999992;-140;-127.399895;-176;1;84
2608;-120.000008;-140;-127.559883;-176;1;84
2612;-120;-140;-127.719879;-176;1;84
2616;-119.999992;-140;-127.87989;-176;1;84
2620;-120;-140;-128.039886;-176;1;84
2624;-120.000008;-140;-128.19989;-176;1;84
2628;-120;-140;-128.359879;-176;1;84
2632;-119.999992;-140;-128.519897;-176;1;84
2636;-120.000008;-140;-128.679886;-176;1;84
2640;-119.999992;-140;-128.839874;-176;1;84
2644;-120.000008;-140;-128.999893;-176;1;84
2648;-120;-140;-129.159882;-176;1;84
2652;-119.999992;-139.999985;-129.319885;-176;1;84
2656;-120;-140;-129.479889;-176;1;84
2660;-120.000008;-140.000015;-129.639893;-176;1;84
2664;-119.999992;-139.999985;-129.799881;-176;1;84
2668;-120;-140;-129.959885;-176;1;84
2672;-120.000008;-140;-130.119904;-176;1;84
2676;-120;-140;-130.279877;-176;1;84
2680;-119.999992;-140;-130.43988;-176;1;84
2684;-120.000008;-140;-130.599884;-176;1;84
2688;-119.999992;-140;-130.759872;-176;1;84
2692;-120.000008;-140;-130.919876;-176;1;84
2696;-120;-140;-131.079895;-176;1;84
2700;-119.999992;-140;-131.239883;-176;1;84
2704;-120;-140;-131.399887;-176;1;84
2708;-120.000008;-140;-131.559891;-176;1;84
2712;-119.999992;-140;-131.719894;-176;1;84
2716;-120;-140;-131.879883;-176;1;84
2720;-120.000008;-140.000015;-132.039902;-176;1;84
2724;-120.000008;-140;-132.19989;-176;1;84
2728;-119.999992;-140;-132.359879;-176;1;84
2732;-120.000008;-140.000015;-132.519882;-176;1;84
2736;-120;-140;-132.679886;-176;1;84
2740;-120.000008;-140;-132.83989;-176;1;84
2744;-120;-140;-132.999893;-176;1;84
2748;-119.999992;-140;-133.159882;-176;1;84
2752;-120;-140;-133.319901;-176;1;84
2756;-120.000008;-140;-133.479889;-176;1;84
2760;-120.000008;-140;-133.639893;-176;1;84
2764;-119.999992;-140;-133.799896;-176;1;84
2768;-120.000008;-140;-133.9599;-176;1;84
2772;-120;-140;-134.119873;-176;1;84
2776;-120.000008;-140;-134.279892;-176;1;84
2780;-120;-140;-134.43988;-176;1;84
2784;-120;-140;-134.599884;-176;1;84
2788;-120;-140;-134.759888;-176;1;84
2792;-120;-139.999985;-134.919876;-176;1;84
2796;-119.999992;-140;-135.07988;-176;1;84
2800;-120;-140;-135.239883;-176;1;84
2804;-119.999992;-140;-135.399872;-176;1;84
2808;-120.000008;-140;-135.559891;-176;1;84
2812;-119.999992;-140;-135.719894;-176;1;84
2816;-119.999992;-140;-135.879868;-176;1;84
2820;-120;-140;-136.039886;-176;1;84
2824;-120.000008;-140;-136.199875;-176;1;84
2828;-119.999992;-140;-136.359863;-176;1;84
2832;-120;-140;-136.519882;-176;1;84
2836;-120;-140;-136.679886;-176;1;84
2840;-120;-140;-136.839874;-176;1;84
2844;-119.999992;-140;-136.999893;-176;1;84
2848;-120;-140;-137.159882;-176;1;84
2852;-119.999992;-139.999985;-137.319885;-176;1;84
2856;-120;-140;-137.479889;-176;1;84
2860;-120.000008;-140;-137.639877;-176;1;84
2864;-119.999992;-139.999985;-137.799881;-176;1;84
2868;-120;-140;-137.959885;-176;1;84
2872;-120.000008;-140;-138.119873;-176;1;84
2876;-120;-140;-138.279877;-176;1;84
2880;-119.999992;-140;-138.43988;-176;1;84
2884;-120.000008;-140;-138.599884;-176;1;84
2888;-119.999992;-140;-138.759888;-176;1;84
2892;-120.000008;-140;-138.919891;-176;1;84
2896;-120;-140;-139.07988;-176;1;84
2900;-119.999992;-140;-139.239899;-176;1;84
2904;-120;-140;-139.399887;-176;1;84
2908;-120.000008;-140;-139.559875;-176;1;84
2912;-119.999992;-140;-139.719879;-176;1;84
2916;-120;-140;-139.879883;-176;1;84
2920;-120.000008;-140.000015;-140.039871;-176;1;84
2924;-120;-139.999985;-140.19989;-176;1;84
2928;-119.999992;-140;-140.359879;-176;1;84
2932;-120.000008;-140.000015;-140.519882;-176;1;84
2936;-119.999992;-139.999985;-140.679886;-176;1;84
2940;-120.000008;-140;-140.83989;-176;1;84
2944;-120;-140;-140.999878;-176;1;84
2948;-119.999992;-140;-141.159897;-176;1;84
2952;-120;-140;-141.31987;-176;1;84
2956;-120.000008;-140;-141.479874;-176;1;84
2960;-120;-140;-141.639877;-176;1;84
2964;-119.999992;-140;-141.799881;-176;1;84
2968;-120.000008;-140;-141.959885;-176;1;84
2972;-119.999992;-140;-142.119888;-176;1;84
2976;-120.000008;-140;-142.279877;-176;1;84
2980;-120;-140;-142.439896;-176;1;84
2984;-119.999992;-140;-142.599884;-176;1;84
2988;-120;-140;-142.759888;-176;1;84
2992;-120.000008;-140.000015;-142.919891;-176;1;84
2996;-119.999992;-139.999985;-143.07988;-176;1;84
3000;-120;-140;-143.239868;-176;1;84
3004;-120.000008;-140;-143.399887;-176;1;84
3008;-120;-139.999985;-143.559875;-176;1;84
3012;-119.999992;-140;-143.719879;-176;1;84
3016;-120.000008;-140;-143.879883;-176;1;84
3020;-120;-140;-144.039886;-176;1;84
3024;-120.000008;-140;-144.199875;-176;1;84
3028;-120;-140;-144.359909;-176;1;84
3032;-120;-140;-144.519882;-176;1;84
3036;-120;-140;-144.679901;-176;1;84
3040;-120.000008;-140;-144.83989;-176;1;84
3044;-119.999992;-140;-144.999878;-176;1;84
3048;-120;-140;-145.159882;-176;1;84
3052;-120.000008;-140;-145.319901;-176;1;84
3056;-120.000008;-140;-145.479874;-176;1;84
3060;-119.999992;-140;-145.639893;-176;1;84
3064;-120.000008;-140.000015;-145.799896;-176;1;84
3068;-120;-140;-145.959885;-176;1;84
3072;-120.000008;-140;-146.119888;-176;1;84
3076;-120.000008;-140.000015;-146.279907;-176;1;84
3080;-119.999992;-140;-146.43988;-176;1;84
3084;-120;-140;-146.599884;-176;1;84
3088;-120.000008;-140;-146.759888;-176;1;84
3092;-120.000008;-140;-146.919876;-176;1;84
3096;-119.999992;-140;-147.07988;-176;1;84
3100;-119.999992;-140;-147.239883;-176;1;84
3104;-120;-140;-147.399872;-176;1;84
3108;-120.000008;-140;-147.559875;-176;1;84
3112;-119.999992;-140;-147.719879;-176;1;84
3116;-120;-140;-147.879883;-176;1;84
3120;-120;-140;-148.039886;-176;1;84
3124;-120;-139.999985;-148.19989;-176;1;84
3128;-119.999992;-140;-148.359894;-176;1;84
